mo_item_id,mo_id,item_id,requested_quantity,issued_quantity,uom,unit_cost,line_amount,source_location,destination_location,required_date,movement_date,remarks
323,323,23,82.000,82.000,No,120.00,9840.00,Maintenance Store,Maintenance Bay,2024-04-26,2024-04-23,Generated move order item for Bearing 6202-2RS.
324,324,1,302.000,302.000,No,1800.00,543600.00,Assembly Surplus,Central Warehouse,2024-04-28,2024-04-24,Generated move order item for Stator Core 1.5 kW.
325,325,1,130.000,130.000,No,1800.00,234000.00,Central Warehouse,Production Line,2024-04-30,2024-04-25,Generated move order item for Stator Core 1.5 kW.
326,326,1,462.000,462.000,No,1800.00,831600.00,Production Line,Quality Inspection,2024-04-27,2024-04-26,Generated move order item for Stator Core 1.5 kW.
327,327,100,27.000,27.000,No,18500.00,499500.00,Assembly,FG Store,2024-04-29,2024-04-27,Generated move order item for BLDC Motor 1.5 kW.
328,328,100,31.000,31.000,No,18500.00,573500.00,FG Store,Dispatch Dock,2024-05-01,2024-04-28,Generated move order item for BLDC Motor 1.5 kW.
329,329,23,66.000,66.000,No,120.00,7920.00,Maintenance Store,Maintenance Bay,2024-05-03,2024-04-29,Generated move order item for Bearing 6202-2RS.
330,330,1,169.000,169.000,No,1800.00,304200.00,Assembly Surplus,Central Warehouse,2024-05-05,2024-04-30,Generated move order item for Stator Core 1.5 kW.
331,331,1,495.000,495.000,No,1800.00,891000.00,Central Warehouse,Production Line,2024-05-02,2024-05-01,Generated move order item for Stator Core 1.5 kW.
332,332,1,70.000,70.000,No,1800.00,126000.00,Production Line,Quality Inspection,2024-05-04,2024-05-02,Generated move order item for Stator Core 1.5 kW.
333,333,100,13.000,13.000,No,18500.00,240500.00,Assembly,FG Store,2024-05-06,2024-05-03,Generated move order item for BLDC Motor 1.5 kW.
334,334,100,60.000,60.000,No,18500.00,1110000.00,FG Store,Dispatch Dock,2024-05-08,2024-05-04,Generated move order item for BLDC Motor 1.5 kW.
335,335,23,48.000,48.000,No,120.00,5760.00,Maintenance Store,Maintenance Bay,2024-05-10,2024-05-05,Generated move order item for Bearing 6202-2RS.
336,336,1,452.000,452.000,No,1800.00,813600.00,Assembly Surplus,Central Warehouse,2024-05-07,2024-05-06,Generated move order item for Stator Core 1.5 kW.
337,337,1,458.000,458.000,No,1800.00,824400.00,Central Warehouse,Production Line,2024-05-09,2024-05-07,Generated move order item for Stator Core 1.5 kW.
338,338,1,496.000,496.000,No,1800.00,892800.00,Production Line,Quality Inspection,2024-05-11,2024-05-08,Generated move order item for Stator Core 1.5 kW.
339,339,100,45.000,45.000,No,18500.00,832500.00,Assembly,FG Store,2024-05-13,2024-05-09,Generated move order item for BLDC Motor 1.5 kW.
340,340,100,43.000,43.000,No,18500.00,795500.00,FG Store,Dispatch Dock,2024-05-15,2024-05-10,Generated move order item for BLDC Motor 1.5 kW.
341,341,23,63.000,63.000,No,120.00,7560.00,Maintenance Store,Maintenance Bay,2024-05-12,2024-05-11,Generated move order item for Bearing 6202-2RS.
342,342,1,358.000,358.000,No,1800.00,644400.00,Assembly Surplus,Central Warehouse,2024-05-14,2024-05-12,Generated move order item for Stator Core 1.5 kW.
343,343,1,165.000,165.000,No,1800.00,297000.00,Central Warehouse,Production Line,2024-05-16,2024-05-13,Generated move order item for Stator Core 1.5 kW.
344,344,1,417.000,417.000,No,1800.00,750600.00,Production Line,Quality Inspection,2024-05-18,2024-05-14,Generated move order item for Stator Core 1.5 kW.
345,345,100,15.000,15.000,No,18500.00,277500.00,Assembly,FG Store,2024-05-20,2024-05-15,Generated move order item for BLDC Motor 1.5 kW.
346,346,100,31.000,31.000,No,18500.00,573500.00,FG Store,Dispatch Dock,2024-05-17,2024-05-16,Generated move order item for BLDC Motor 1.5 kW.
347,347,23,40.000,40.000,No,120.00,4800.00,Maintenance Store,Maintenance Bay,2024-05-19,2024-05-17,Generated move order item for Bearing 6202-2RS.
348,348,1,393.000,393.000,No,1800.00,707400.00,Assembly Surplus,Central Warehouse,2024-05-21,2024-05-18,Generated move order item for Stator Core 1.5 kW.
349,349,1,165.000,165.000,No,1800.00,297000.00,Central Warehouse,Production Line,2024-05-23,2024-05-19,Generated move order item for Stator Core 1.5 kW.
350,350,1,143.000,143.000,No,1800.00,257400.00,Production Line,Quality Inspection,2024-05-25,2024-05-20,Generated move order item for Stator Core 1.5 kW.
351,351,100,50.000,50.000,No,18500.00,925000.00,Assembly,FG Store,2024-05-22,2024-05-21,Generated move order item for BLDC Motor 1.5 kW.
352,352,100,32.000,32.000,No,18500.00,592000.00,FG Store,Dispatch Dock,2024-05-24,2024-05-22,Generated move order item for BLDC Motor 1.5 kW.
353,353,23,74.000,74.000,No,120.00,8880.00,Maintenance Store,Maintenance Bay,2024-05-26,2024-05-23,Generated move order item for Bearing 6202-2RS.
354,354,1,446.000,446.000,No,1800.00,802800.00,Assembly Surplus,Central Warehouse,2024-05-28,2024-05-24,Generated move order item for Stator Core 1.5 kW.
355,355,1,426.000,426.000,No,1800.00,766800.00,Central Warehouse,Production Line,2024-05-30,2024-05-25,Generated move order item for Stator Core 1.5 kW.
356,356,1,230.000,230.000,No,1800.00,414000.00,Production Line,Quality Inspection,2024-05-27,2024-05-26,Generated move order item for Stator Core 1.5 kW.
357,357,100,14.000,14.000,No,18500.00,259000.00,Assembly,FG Store,2024-05-29,2024-05-27,Generated move order item for BLDC Motor 1.5 kW.
358,358,100,58.000,58.000,No,18500.00,1073000.00,FG Store,Dispatch Dock,2024-05-31,2024-05-28,Generated move order item for BLDC Motor 1.5 kW.
359,359,23,34.000,34.000,No,120.00,4080.00,Maintenance Store,Maintenance Bay,2024-06-02,2024-05-29,Generated move order item for Bearing 6202-2RS.
360,360,1,396.000,396.000,No,1800.00,712800.00,Assembly Surplus,Central Warehouse,2024-06-04,2024-05-30,Generated move order item for Stator Core 1.5 kW.
361,361,1,396.000,396.000,No,1800.00,712800.00,Central Warehouse,Production Line,2024-06-01,2024-05-31,Generated move order item for Stator Core 1.5 kW.
362,362,1,249.000,249.000,No,1800.00,448200.00,Production Line,Quality Inspection,2024-06-03,2024-06-01,Generated move order item for Stator Core 1.5 kW.
363,363,100,14.000,14.000,No,18500.00,259000.00,Assembly,FG Store,2024-06-05,2024-06-02,Generated move order item for BLDC Motor 1.5 kW.
364,364,100,31.000,31.000,No,18500.00,573500.00,FG Store,Dispatch Dock,2024-06-07,2024-06-03,Generated move order item for BLDC Motor 1.5 kW.
365,365,23,18.000,18.000,No,120.00,2160.00,Maintenance Store,Maintenance Bay,2024-06-09,2024-06-04,Generated move order item for Bearing 6202-2RS.
366,366,1,208.000,208.000,No,1800.00,374400.00,Assembly Surplus,Central Warehouse,2024-06-06,2024-06-05,Generated move order item for Stator Core 1.5 kW.
367,367,1,222.000,222.000,No,1800.00,399600.00,Central Warehouse,Production Line,2024-06-08,2024-06-06,Generated move order item for Stator Core 1.5 kW.
368,368,1,283.000,283.000,No,1800.00,509400.00,Production Line,Quality Inspection,2024-06-10,2024-06-07,Generated move order item for Stator Core 1.5 kW.
369,369,100,15.000,15.000,No,18500.00,277500.00,Assembly,FG Store,2024-06-12,2024-06-08,Generated move order item for BLDC Motor 1.5 kW.
370,370,100,52.000,52.000,No,18500.00,962000.00,FG Store,Dispatch Dock,2024-06-14,2024-06-09,Generated move order item for BLDC Motor 1.5 kW.
371,371,23,12.000,12.000,No,120.00,1440.00,Maintenance Store,Maintenance Bay,2024-06-11,2024-06-10,Generated move order item for Bearing 6202-2RS.
372,372,1,494.000,494.000,No,1800.00,889200.00,Assembly Surplus,Central Warehouse,2024-06-13,2024-06-11,Generated move order item for Stator Core 1.5 kW.
373,373,1,191.000,191.000,No,1800.00,343800.00,Central Warehouse,Production Line,2024-06-15,2024-06-12,Generated move order item for Stator Core 1.5 kW.
374,374,1,270.000,270.000,No,1800.00,486000.00,Production Line,Quality Inspection,2024-06-17,2024-06-13,Generated move order item for Stator Core 1.5 kW.
375,375,100,54.000,54.000,No,18500.00,999000.00,Assembly,FG Store,2024-06-19,2024-06-14,Generated move order item for BLDC Motor 1.5 kW.
376,376,100,41.000,41.000,No,18500.00,758500.00,FG Store,Dispatch Dock,2024-06-16,2024-06-15,Generated move order item for BLDC Motor 1.5 kW.
377,377,23,10.000,10.000,No,120.00,1200.00,Maintenance Store,Maintenance Bay,2024-06-18,2024-06-16,Generated move order item for Bearing 6202-2RS.
378,378,1,322.000,322.000,No,1800.00,579600.00,Assembly Surplus,Central Warehouse,2024-06-20,2024-06-17,Generated move order item for Stator Core 1.5 kW.
379,379,1,305.000,305.000,No,1800.00,549000.00,Central Warehouse,Production Line,2024-06-22,2024-06-18,Generated move order item for Stator Core 1.5 kW.
380,380,1,470.000,470.000,No,1800.00,846000.00,Production Line,Quality Inspection,2024-06-24,2024-06-19,Generated move order item for Stator Core 1.5 kW.
381,381,100,36.000,36.000,No,18500.00,666000.00,Assembly,FG Store,2024-06-21,2024-06-20,Generated move order item for BLDC Motor 1.5 kW.
382,382,100,60.000,60.000,No,18500.00,1110000.00,FG Store,Dispatch Dock,2024-06-23,2024-06-21,Generated move order item for BLDC Motor 1.5 kW.
383,383,23,55.000,55.000,No,120.00,6600.00,Maintenance Store,Maintenance Bay,2024-06-25,2024-06-22,Generated move order item for Bearing 6202-2RS.
384,384,1,136.000,136.000,No,1800.00,244800.00,Assembly Surplus,Central Warehouse,2024-06-27,2024-06-23,Generated move order item for Stator Core 1.5 kW.
385,385,1,277.000,277.000,No,1800.00,498600.00,Central Warehouse,Production Line,2024-06-29,2024-06-24,Generated move order item for Stator Core 1.5 kW.
386,386,1,463.000,463.000,No,1800.00,833400.00,Production Line,Quality Inspection,2024-06-26,2024-06-25,Generated move order item for Stator Core 1.5 kW.
387,387,100,5.000,5.000,No,18500.00,92500.00,Assembly,FG Store,2024-06-28,2024-06-26,Generated move order item for BLDC Motor 1.5 kW.
388,388,100,27.000,27.000,No,18500.00,499500.00,FG Store,Dispatch Dock,2024-06-30,2024-06-27,Generated move order item for BLDC Motor 1.5 kW.
389,389,23,9.000,9.000,No,120.00,1080.00,Maintenance Store,Maintenance Bay,2024-07-02,2024-06-28,Generated move order item for Bearing 6202-2RS.
390,390,1,429.000,429.000,No,1800.00,772200.00,Assembly Surplus,Central Warehouse,2024-07-04,2024-06-29,Generated move order item for Stator Core 1.5 kW.
391,391,1,280.000,280.000,No,1800.00,504000.00,Central Warehouse,Production Line,2024-07-01,2024-06-30,Generated move order item for Stator Core 1.5 kW.
392,392,1,372.000,372.000,No,1800.00,669600.00,Production Line,Quality Inspection,2024-07-03,2024-07-01,Generated move order item for Stator Core 1.5 kW.
393,393,100,59.000,59.000,No,18500.00,1091500.00,Assembly,FG Store,2024-07-05,2024-07-02,Generated move order item for BLDC Motor 1.5 kW.
394,394,100,51.000,51.000,No,18500.00,943500.00,FG Store,Dispatch Dock,2024-07-07,2024-07-03,Generated move order item for BLDC Motor 1.5 kW.
395,395,23,44.000,44.000,No,120.00,5280.00,Maintenance Store,Maintenance Bay,2024-07-09,2024-07-04,Generated move order item for Bearing 6202-2RS.
396,396,1,471.000,471.000,No,1800.00,847800.00,Assembly Surplus,Central Warehouse,2024-07-06,2024-07-05,Generated move order item for Stator Core 1.5 kW.
397,397,1,263.000,263.000,No,1800.00,473400.00,Central Warehouse,Production Line,2024-07-08,2024-07-06,Generated move order item for Stator Core 1.5 kW.
398,398,1,491.000,491.000,No,1800.00,883800.00,Production Line,Quality Inspection,2024-07-10,2024-07-07,Generated move order item for Stator Core 1.5 kW.
399,399,100,59.000,59.000,No,18500.00,1091500.00,Assembly,FG Store,2024-07-12,2024-07-08,Generated move order item for BLDC Motor 1.5 kW.
400,400,100,17.000,17.000,No,18500.00,314500.00,FG Store,Dispatch Dock,2024-07-14,2024-07-09,Generated move order item for BLDC Motor 1.5 kW.
401,401,23,79.000,79.000,No,120.00,9480.00,Maintenance Store,Maintenance Bay,2024-07-11,2024-07-10,Generated move order item for Bearing 6202-2RS.
402,402,1,364.000,364.000,No,1800.00,655200.00,Assembly Surplus,Central Warehouse,2024-07-13,2024-07-11,Generated move order item for Stator Core 1.5 kW.
403,403,1,397.000,397.000,No,1800.00,714600.00,Central Warehouse,Production Line,2024-07-15,2024-07-12,Generated move order item for Stator Core 1.5 kW.
404,404,1,125.000,125.000,No,1800.00,225000.00,Production Line,Quality Inspection,2024-07-17,2024-07-13,Generated move order item for Stator Core 1.5 kW.
405,405,100,33.000,33.000,No,18500.00,610500.00,Assembly,FG Store,2024-07-19,2024-07-14,Generated move order item for BLDC Motor 1.5 kW.
406,406,100,13.000,13.000,No,18500.00,240500.00,FG Store,Dispatch Dock,2024-07-16,2024-07-15,Generated move order item for BLDC Motor 1.5 kW.
407,407,23,91.000,91.000,No,120.00,10920.00,Maintenance Store,Maintenance Bay,2024-07-18,2024-07-16,Generated move order item for Bearing 6202-2RS.
408,408,1,443.000,443.000,No,1800.00,797400.00,Assembly Surplus,Central Warehouse,2024-07-20,2024-07-17,Generated move order item for Stator Core 1.5 kW.
409,409,1,312.000,312.000,No,1800.00,561600.00,Central Warehouse,Production Line,2024-07-22,2024-07-18,Generated move order item for Stator Core 1.5 kW.
410,410,1,108.000,108.000,No,1800.00,194400.00,Production Line,Quality Inspection,2024-07-24,2024-07-19,Generated move order item for Stator Core 1.5 kW.
411,411,100,41.000,41.000,No,18500.00,758500.00,Assembly,FG Store,2024-07-21,2024-07-20,Generated move order item for BLDC Motor 1.5 kW.
412,412,100,29.000,29.000,No,18500.00,536500.00,FG Store,Dispatch Dock,2024-07-23,2024-07-21,Generated move order item for BLDC Motor 1.5 kW.
413,413,23,80.000,80.000,No,120.00,9600.00,Maintenance Store,Maintenance Bay,2024-07-25,2024-07-22,Generated move order item for Bearing 6202-2RS.
414,414,1,94.000,94.000,No,1800.00,169200.00,Assembly Surplus,Central Warehouse,2024-07-27,2024-07-23,Generated move order item for Stator Core 1.5 kW.
415,415,1,233.000,233.000,No,1800.00,419400.00,Central Warehouse,Production Line,2024-07-29,2024-07-24,Generated move order item for Stator Core 1.5 kW.
416,416,1,213.000,213.000,No,1800.00,383400.00,Production Line,Quality Inspection,2024-07-26,2024-07-25,Generated move order item for Stator Core 1.5 kW.
417,417,100,58.000,58.000,No,18500.00,1073000.00,Assembly,FG Store,2024-07-28,2024-07-26,Generated move order item for BLDC Motor 1.5 kW.
418,418,100,21.000,21.000,No,18500.00,388500.00,FG Store,Dispatch Dock,2024-07-30,2024-07-27,Generated move order item for BLDC Motor 1.5 kW.
419,419,23,99.000,99.000,No,120.00,11880.00,Maintenance Store,Maintenance Bay,2024-08-01,2024-07-28,Generated move order item for Bearing 6202-2RS.
420,420,1,465.000,465.000,No,1800.00,837000.00,Assembly Surplus,Central Warehouse,2024-08-03,2024-07-29,Generated move order item for Stator Core 1.5 kW.
421,421,1,314.000,314.000,No,1800.00,565200.00,Central Warehouse,Production Line,2024-07-31,2024-07-30,Generated move order item for Stator Core 1.5 kW.
422,422,1,128.000,128.000,No,1800.00,230400.00,Production Line,Quality Inspection,2024-08-02,2024-07-31,Generated move order item for Stator Core 1.5 kW.
423,423,100,17.000,17.000,No,18500.00,314500.00,Assembly,FG Store,2024-08-04,2024-08-01,Generated move order item for BLDC Motor 1.5 kW.
424,424,100,5.000,5.000,No,18500.00,92500.00,FG Store,Dispatch Dock,2024-08-06,2024-08-02,Generated move order item for BLDC Motor 1.5 kW.
425,425,23,79.000,79.000,No,120.00,9480.00,Maintenance Store,Maintenance Bay,2024-08-08,2024-08-03,Generated move order item for Bearing 6202-2RS.
426,426,1,377.000,377.000,No,1800.00,678600.00,Assembly Surplus,Central Warehouse,2024-08-05,2024-08-04,Generated move order item for Stator Core 1.5 kW.
427,427,1,195.000,195.000,No,1800.00,351000.00,Central Warehouse,Production Line,2024-08-07,2024-08-05,Generated move order item for Stator Core 1.5 kW.
428,428,1,379.000,379.000,No,1800.00,682200.00,Production Line,Quality Inspection,2024-08-09,2024-08-06,Generated move order item for Stator Core 1.5 kW.
429,429,100,37.000,37.000,No,18500.00,684500.00,Assembly,FG Store,2024-08-11,2024-08-07,Generated move order item for BLDC Motor 1.5 kW.
430,430,100,50.000,50.000,No,18500.00,925000.00,FG Store,Dispatch Dock,2024-08-13,2024-08-08,Generated move order item for BLDC Motor 1.5 kW.
431,431,23,13.000,13.000,No,120.00,1560.00,Maintenance Store,Maintenance Bay,2024-08-10,2024-08-09,Generated move order item for Bearing 6202-2RS.
432,432,1,139.000,139.000,No,1800.00,250200.00,Assembly Surplus,Central Warehouse,2024-08-12,2024-08-10,Generated move order item for Stator Core 1.5 kW.
433,433,1,414.000,414.000,No,1800.00,745200.00,Central Warehouse,Production Line,2024-08-14,2024-08-11,Generated move order item for Stator Core 1.5 kW.
434,434,1,216.000,216.000,No,1800.00,388800.00,Production Line,Quality Inspection,2024-08-16,2024-08-12,Generated move order item for Stator Core 1.5 kW.
435,435,100,58.000,58.000,No,18500.00,1073000.00,Assembly,FG Store,2024-08-18,2024-08-13,Generated move order item for BLDC Motor 1.5 kW.
436,436,100,54.000,54.000,No,18500.00,999000.00,FG Store,Dispatch Dock,2024-08-15,2024-08-14,Generated move order item for BLDC Motor 1.5 kW.
437,437,23,14.000,14.000,No,120.00,1680.00,Maintenance Store,Maintenance Bay,2024-08-17,2024-08-15,Generated move order item for Bearing 6202-2RS.
438,438,1,232.000,232.000,No,1800.00,417600.00,Assembly Surplus,Central Warehouse,2024-08-19,2024-08-16,Generated move order item for Stator Core 1.5 kW.
439,439,1,379.000,379.000,No,1800.00,682200.00,Central Warehouse,Production Line,2024-08-21,2024-08-17,Generated move order item for Stator Core 1.5 kW.
440,440,1,111.000,111.000,No,1800.00,199800.00,Production Line,Quality Inspection,2024-08-23,2024-08-18,Generated move order item for Stator Core 1.5 kW.
441,441,100,53.000,53.000,No,18500.00,980500.00,Assembly,FG Store,2024-08-20,2024-08-19,Generated move order item for BLDC Motor 1.5 kW.
442,442,100,10.000,10.000,No,18500.00,185000.00,FG Store,Dispatch Dock,2024-08-22,2024-08-20,Generated move order item for BLDC Motor 1.5 kW.
443,443,23,15.000,15.000,No,120.00,1800.00,Maintenance Store,Maintenance Bay,2024-08-24,2024-08-21,Generated move order item for Bearing 6202-2RS.
444,444,1,295.000,295.000,No,1800.00,531000.00,Assembly Surplus,Central Warehouse,2024-08-26,2024-08-22,Generated move order item for Stator Core 1.5 kW.
445,445,1,161.000,161.000,No,1800.00,289800.00,Central Warehouse,Production Line,2024-08-28,2024-08-23,Generated move order item for Stator Core 1.5 kW.
446,446,1,338.000,338.000,No,1800.00,608400.00,Production Line,Quality Inspection,2024-08-25,2024-08-24,Generated move order item for Stator Core 1.5 kW.
447,447,100,26.000,26.000,No,18500.00,481000.00,Assembly,FG Store,2024-08-27,2024-08-25,Generated move order item for BLDC Motor 1.5 kW.
448,448,100,20.000,20.000,No,18500.00,370000.00,FG Store,Dispatch Dock,2024-08-29,2024-08-26,Generated move order item for BLDC Motor 1.5 kW.
449,449,23,85.000,85.000,No,120.00,10200.00,Maintenance Store,Maintenance Bay,2024-08-31,2024-08-27,Generated move order item for Bearing 6202-2RS.
450,450,1,121.000,121.000,No,1800.00,217800.00,Assembly Surplus,Central Warehouse,2024-09-02,2024-08-28,Generated move order item for Stator Core 1.5 kW.
451,451,1,272.000,272.000,No,1800.00,489600.00,Central Warehouse,Production Line,2024-08-30,2024-08-29,Generated move order item for Stator Core 1.5 kW.
452,452,1,125.000,125.000,No,1800.00,225000.00,Production Line,Quality Inspection,2024-09-01,2024-08-30,Generated move order item for Stator Core 1.5 kW.
453,453,100,12.000,12.000,No,18500.00,222000.00,Assembly,FG Store,2024-09-03,2024-08-31,Generated move order item for BLDC Motor 1.5 kW.
454,454,100,16.000,16.000,No,18500.00,296000.00,FG Store,Dispatch Dock,2024-09-05,2024-09-01,Generated move order item for BLDC Motor 1.5 kW.
455,455,23,29.000,29.000,No,120.00,3480.00,Maintenance Store,Maintenance Bay,2024-09-07,2024-09-02,Generated move order item for Bearing 6202-2RS.
456,456,1,235.000,235.000,No,1800.00,423000.00,Assembly Surplus,Central Warehouse,2024-09-04,2024-09-03,Generated move order item for Stator Core 1.5 kW.
457,457,1,260.000,260.000,No,1800.00,468000.00,Central Warehouse,Production Line,2024-09-06,2024-09-04,Generated move order item for Stator Core 1.5 kW.
458,458,1,112.000,112.000,No,1800.00,201600.00,Production Line,Quality Inspection,2024-09-08,2024-09-05,Generated move order item for Stator Core 1.5 kW.
459,459,100,7.000,7.000,No,18500.00,129500.00,Assembly,FG Store,2024-09-10,2024-09-06,Generated move order item for BLDC Motor 1.5 kW.
460,460,100,10.000,10.000,No,18500.00,185000.00,FG Store,Dispatch Dock,2024-09-12,2024-09-07,Generated move order item for BLDC Motor 1.5 kW.
461,461,23,65.000,65.000,No,120.00,7800.00,Maintenance Store,Maintenance Bay,2024-09-09,2024-09-08,Generated move order item for Bearing 6202-2RS.
462,462,1,489.000,489.000,No,1800.00,880200.00,Assembly Surplus,Central Warehouse,2024-09-11,2024-09-09,Generated move order item for Stator Core 1.5 kW.
463,463,1,61.000,61.000,No,1800.00,109800.00,Central Warehouse,Production Line,2024-09-13,2024-09-10,Generated move order item for Stator Core 1.5 kW.
464,464,1,65.000,65.000,No,1800.00,117000.00,Production Line,Quality Inspection,2024-09-15,2024-09-11,Generated move order item for Stator Core 1.5 kW.
465,465,100,48.000,48.000,No,18500.00,888000.00,Assembly,FG Store,2024-09-17,2024-09-12,Generated move order item for BLDC Motor 1.5 kW.
466,466,100,45.000,45.000,No,18500.00,832500.00,FG Store,Dispatch Dock,2024-09-14,2024-09-13,Generated move order item for BLDC Motor 1.5 kW.
467,467,23,75.000,75.000,No,120.00,9000.00,Maintenance Store,Maintenance Bay,2024-09-16,2024-09-14,Generated move order item for Bearing 6202-2RS.
468,468,1,128.000,128.000,No,1800.00,230400.00,Assembly Surplus,Central Warehouse,2024-09-18,2024-09-15,Generated move order item for Stator Core 1.5 kW.
469,469,1,440.000,440.000,No,1800.00,792000.00,Central Warehouse,Production Line,2024-09-20,2024-09-16,Generated move order item for Stator Core 1.5 kW.
470,470,1,331.000,331.000,No,1800.00,595800.00,Production Line,Quality Inspection,2024-09-22,2024-09-17,Generated move order item for Stator Core 1.5 kW.
471,471,100,13.000,13.000,No,18500.00,240500.00,Assembly,FG Store,2024-09-19,2024-09-18,Generated move order item for BLDC Motor 1.5 kW.
472,472,100,11.000,11.000,No,18500.00,203500.00,FG Store,Dispatch Dock,2024-09-21,2024-09-19,Generated move order item for BLDC Motor 1.5 kW.
473,473,23,62.000,62.000,No,120.00,7440.00,Maintenance Store,Maintenance Bay,2024-09-23,2024-09-20,Generated move order item for Bearing 6202-2RS.
474,474,1,401.000,401.000,No,1800.00,721800.00,Assembly Surplus,Central Warehouse,2024-09-25,2024-09-21,Generated move order item for Stator Core 1.5 kW.
475,475,1,402.000,402.000,No,1800.00,723600.00,Central Warehouse,Production Line,2024-09-27,2024-09-22,Generated move order item for Stator Core 1.5 kW.
476,476,1,314.000,314.000,No,1800.00,565200.00,Production Line,Quality Inspection,2024-09-24,2024-09-23,Generated move order item for Stator Core 1.5 kW.
477,477,100,33.000,33.000,No,18500.00,610500.00,Assembly,FG Store,2024-09-26,2024-09-24,Generated move order item for BLDC Motor 1.5 kW.
478,478,100,43.000,43.000,No,18500.00,795500.00,FG Store,Dispatch Dock,2024-09-28,2024-09-25,Generated move order item for BLDC Motor 1.5 kW.
479,479,23,17.000,17.000,No,120.00,2040.00,Maintenance Store,Maintenance Bay,2024-09-30,2024-09-26,Generated move order item for Bearing 6202-2RS.
480,480,1,214.000,214.000,No,1800.00,385200.00,Assembly Surplus,Central Warehouse,2024-10-02,2024-09-27,Generated move order item for Stator Core 1.5 kW.
481,481,1,94.000,94.000,No,1800.00,169200.00,Central Warehouse,Production Line,2024-09-29,2024-09-28,Generated move order item for Stator Core 1.5 kW.
482,482,1,428.000,428.000,No,1800.00,770400.00,Production Line,Quality Inspection,2024-10-01,2024-09-29,Generated move order item for Stator Core 1.5 kW.
483,483,100,38.000,38.000,No,18500.00,703000.00,Assembly,FG Store,2024-10-03,2024-09-30,Generated move order item for BLDC Motor 1.5 kW.
484,484,100,48.000,48.000,No,18500.00,888000.00,FG Store,Dispatch Dock,2024-10-05,2024-10-01,Generated move order item for BLDC Motor 1.5 kW.
